ал;епымуло;омола;йыдийос мпс;омола мпс;йыдийос ппс;омола ппс;бахлос
SR001806;епымуло 1806;омола 1806;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;4.2
SR001807;епымуло 1807;омола 1807;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;0.3
SR001807;епымуло 1807;омола 1807;ICE1-2006;хеыяиа йуйкылатым;P1-2060;хеыяиа йуйкылатым;0.3
SR001807;епымуло 1807;омола 1807;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;2.5
SR001807;епымуло 1807;омола 1807;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;0.3
SR001813;епымуло 1813;омола 1813;ICE1-7301;пяогцлемес дийтуайес тевмокоциес;P1-6320;пяогцлемес дийтуайес тевмокоциес;8.6
SR001818;епымуло 1818;омола 1818;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;7.5
SR001818;епымуло 1818;омола 1818;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;3.4
SR001818;епымуло 1818;омола 1818;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;8.6
SR001818;епымуло 1818;омола 1818;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;3.5
SR001818;епымуло 1818;омола 1818;ICE1-2006;хеыяиа йуйкылатым;P1-2060;хеыяиа йуйкылатым;0.3
SR001818;епымуло 1818;омола 1818;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR001818;епымуло 1818;омола 1818;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;7.4
SR001818;епымуло 1818;омола 1818;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;1.8
SR001818;епымуло 1818;омола 1818;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;3.4
SR001818;епымуло 1818;омола 1818;ICE1-3006;аявитейтомийг упокоцистым;P1-3060;аявитейтомийг упокоцистым;0.3
SR001818;епымуло 1818;омола 1818;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;3.5
SR001818;епымуло 1818;омола 1818;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;8.6
SR001819;епымуло 1819;омола 1819;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;3.5
SR001819;епымуло 1819;омола 1819;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;0.3
SR001820;епымуло 1820;омола 1820;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;8.6
SR001820;епымуло 1820;омола 1820;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;0.3
SR001820;епымуло 1820;омола 1820;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;3.5
SR001820;епымуло 1820;омола 1820;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;3.4
SR001820;епымуло 1820;омола 1820;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;1.1
SR001820;епымуло 1820;омола 1820;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;1.8
SR001820;епымуло 1820;омола 1820;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;1.1
SR001822;епымуло 1822;омола 1822;ICE1-2006;хеыяиа йуйкылатым;P1-2060;хеыяиа йуйкылатым;6.8
SR001824;епымуло 1824;омола 1824;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;0.3
SR001824;епымуло 1824;омола 1824;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;8.6
SR001824;епымуло 1824;омола 1824;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;2
SR001824;епымуло 1824;омола 1824;ICE1-6002;асжакеиа стгм тевмокоциа тгс пкгяожояиас;P1-6010;асжакеиа стгм тевмокоциа тгс пкгяожояиас;1.4
SR001825;епымуло 1825;омола 1825;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001825;епымуло 1825;омола 1825;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;9.3
SR001825;епымуло 1825;омола 1825;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;2
SR001825;епымуло 1825;омола 1825;ICE1-8305;еуяуфымийа дийтуа;P1-9340;еуяуфымийа дийтуа;7.5
SR001826;епымуло 1826;омола 1826;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;7.5
SR001826;епымуло 1826;омола 1826;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;4.9
SR001826;епымуло 1826;омола 1826;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;7.5
SR001826;епымуло 1826;омола 1826;ICE1-1006;жусийг;P1-1060;жусийг;5.5
SR001826;епымуло 1826;омола 1826;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;7.5
SR001826;епымуло 1826;омола 1826;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;0.3
SR001830;епымуло 1830;омола 1830;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;0.3
SR001830;епымуло 1830;омола 1830;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;1.1
SR001830;епымуло 1830;омола 1830;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;1.1
SR001830;епымуло 1830;омола 1830;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;10
SR001830;епымуло 1830;омола 1830;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;8.6
SR001830;епымуло 1830;омола 1830;ICE1-6003;летацкыттистес;P1-6020;летацкыттистес;4.1
SR001832;епымуло 1832;омола 1832;ICE1-5002;дийтуайос пяоцяаллатислос;P1-5110;дийтуайос пяоцяаллатислос;10
SR001832;епымуло 1832;омола 1832;ICE1-5003;амакусг йаи сведиаслос пкгяожояиайым сустглатым;P1-5020;амакусг йаи сведиаслос пкгяожояиайым сустглатым;2.9
SR001833;епымуло 1833;омола 1833;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001834;епымуло 1834;омола 1834;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;10
SR001834;епымуло 1834;омола 1834;ICE1-5002;дийтуайос пяоцяаллатислос;P1-5110;дийтуайос пяоцяаллатислос;1
SR001834;епымуло 1834;омола 1834;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;4.9
SR001834;епымуло 1834;омола 1834;ICE1-7102;амайтгсг пкгяожояиас;P1-6120;амайтгсг пкгяожояиас;1.1
SR001836;епымуло 1836;омола 1836;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;7.5
SR001836;епымуло 1836;омола 1836;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;10
SR001836;епымуло 1836;омола 1836;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001836;епымуло 1836;омола 1836;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;9.2
SR001836;епымуло 1836;омола 1836;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;6.8
SR001836;епымуло 1836;омола 1836;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;0.3
SR001837;епымуло 1837;омола 1837;ICE1-6002;асжакеиа стгм тевмокоциа тгс пкгяожояиас;P1-6010;асжакеиа стгм тевмокоциа тгс пкгяожояиас;3.7
SR001840;епымуло 1840;омола 1840;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001840;епымуло 1840;омола 1840;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;7.5
SR001840;епымуло 1840;омола 1840;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;10
SR001840;епымуло 1840;омола 1840;ICE1-6001;тевмокоциа коцислийоу;P1-5010;тевмокоциа коцислийоу;3.4
SR001843;епымуло 1843;омола 1843;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;0.3
SR001843;епымуло 1843;омола 1843;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;0.3
SR001843;епымуло 1843;омола 1843;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;1.1
SR001844;епымуло 1844;омола 1844;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;1.1
SR001844;епымуло 1844;омола 1844;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;0.3
SR001845;епымуло 1845;омола 1845;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;0.3
SR001845;епымуло 1845;омола 1845;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;7.5
SR001845;епымуло 1845;омола 1845;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;8.6
SR001846;епымуло 1846;омола 1846;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;0.3
SR001846;епымуло 1846;омола 1846;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;7.5
SR001846;епымуло 1846;омола 1846;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;7.5
